reg,libelle_reg,libelle_dep,jour,dom_tom,incid_tous,incid_70+,rea%,rea%_dep,niveau_global
84,Auvergne-Rhône-Alpes,Ain,2020-03-18,,,,5.37,0.0,
84,Auvergne-Rhône-Alpes,Ain,2020-03-19,,,,9.48,0.0,
84,Auvergne-Rhône-Alpes,Ain,2020-03-20,,,,11.45,0.0,
84,Auvergne-Rhône-Alpes,Ain,2020-03-21,,,,11.45,0.0,
84,Auvergne-Rhône-Alpes,Ain,2020-03-22,,,,14.31,4.55,
84,Auvergne-Rhône-Alpes,Ain,2020-03-23,,,,22.72,13.64,
84,Auvergne-Rhône-Alpes,Ain,2020-03-24,,,,30.05,13.64,
84,Auvergne-Rhône-Alpes,Ain,2020-03-25,,,,44.01,27.27,
84,Auvergne-Rhône-Alpes,Ain,2020-03-26,,,,50.27,27.27,
84,Auvergne-Rhône-Alpes,Ain,2020-03-27,,,,59.57,40.91,
84,Auvergne-Rhône-Alpes,Ain,2020-03-28,,,,75.31,54.55,
84,Auvergne-Rhône-Alpes,Ain,2020-03-29,,,,86.94,59.09,
84,Auvergne-Rhône-Alpes,Ain,2020-03-30,,,,102.33,81.82,
84,Auvergne-Rhône-Alpes,Ain,2020-03-31,,,,109.66,68.18,
84,Auvergne-Rhône-Alpes,Ain,2020-04-01,,,,118.25,122.73,
84,Auvergne-Rhône-Alpes,Ain,2020-04-02,,,,123.26,145.45,
84,Auvergne-Rhône-Alpes,Ain,2020-04-03,,,,127.73,136.36,
84,Auvergne-Rhône-Alpes,Ain,2020-04-04,,,,132.2,140.91,
84,Auvergne-Rhône-Alpes,Ain,2020-04-05,,,,137.57,131.82,
84,Auvergne-Rhône-Alpes,Ain,2020-04-06,,,,138.64,131.82,
84,Auvergne-Rhône-Alpes,Ain,2020-04-07,,,,133.81,140.91,
84,Auvergne-Rhône-Alpes,Ain,2020-04-08,,,,130.41,150.0,
84,Auvergne-Rhône-Alpes,Ain,2020-04-09,,,,127.19,140.91,
84,Auvergne-Rhône-Alpes,Ain,2020-04-10,,,,123.26,118.18,
84,Auvergne-Rhône-Alpes,Ain,2020-04-11,,,,120.39,127.27,
84,Auvergne-Rhône-Alpes,Ain,2020-04-12,,,,118.96,127.27,
84,Auvergne-Rhône-Alpes,Ain,2020-04-13,,,,118.43,127.27,
84,Auvergne-Rhône-Alpes,Ain,2020-04-14,,,,116.46,122.73,
84,Auvergne-Rhône-Alpes,Ain,2020-04-15,,,,112.88,95.45,
84,Auvergne-Rhône-Alpes,Ain,2020-04-16,,,,110.91,100.0,
84,Auvergne-Rhône-Alpes,Ain,2020-04-17,,,,106.26,104.55,
84,Auvergne-Rhône-Alpes,Ain,2020-04-18,,,,102.15,109.09,
84,Auvergne-Rhône-Alpes,Ain,2020-04-19,,,,101.07,104.55,
84,Auvergne-Rhône-Alpes,Ain,2020-04-20,,,,101.61,95.45,
84,Auvergne-Rhône-Alpes,Ain,2020-04-21,,,,97.32,104.55,
84,Auvergne-Rhône-Alpes,Ain,2020-04-22,,,,91.06,86.36,
84,Auvergne-Rhône-Alpes,Ain,2020-04-23,,,,85.15,90.91,
84,Auvergne-Rhône-Alpes,Ain,2020-04-24,,,,81.93,90.91,
84,Auvergne-Rhône-Alpes,Ain,2020-04-25,,,,78.35,86.36,
84,Auvergne-Rhône-Alpes,Ain,2020-04-26,,,,77.46,86.36,
84,Auvergne-Rhône-Alpes,Ain,2020-04-27,,,,76.39,81.82,
84,Auvergne-Rhône-Alpes,Ain,2020-04-28,,,,71.56,77.27,
84,Auvergne-Rhône-Alpes,Ain,2020-04-29,,,,68.34,68.18,
84,Auvergne-Rhône-Alpes,Ain,2020-04-30,,,,66.37,72.73,
84,Auvergne-Rhône-Alpes,Ain,2020-05-01,,,,64.22,59.09,
84,Auvergne-Rhône-Alpes,Ain,2020-05-02,,,,64.22,63.64,
84,Auvergne-Rhône-Alpes,Ain,2020-05-03,,,,64.04,63.64,
84,Auvergne-Rhône-Alpes,Ain,2020-05-04,,,,61.72,50.0,
84,Auvergne-Rhône-Alpes,Ain,2020-05-05,,,,56.17,50.0,
84,Auvergne-Rhône-Alpes,Ain,2020-05-06,,,,52.95,45.45,
84,Auvergne-Rhône-Alpes,Ain,2020-05-07,,,,49.37,40.91,
84,Auvergne-Rhône-Alpes,Ain,2020-05-08,,,,46.87,36.36,
84,Auvergne-Rhône-Alpes,Ain,2020-05-09,,,,45.62,27.27,
84,Auvergne-Rhône-Alpes,Ain,2020-05-10,,,,45.26,27.27,
84,Auvergne-Rhône-Alpes,Ain,2020-05-11,,,,43.83,36.36,
84,Auvergne-Rhône-Alpes,Ain,2020-05-12,,,,42.22,36.36,
84,Auvergne-Rhône-Alpes,Ain,2020-05-13,,,,40.07,36.36,
84,Auvergne-Rhône-Alpes,Ain,2020-05-14,,,,37.75,36.36,
84,Auvergne-Rhône-Alpes,Ain,2020-05-15,,,,36.67,31.82,
84,Auvergne-Rhône-Alpes,Ain,2020-05-16,,,,33.81,27.27,
84,Auvergne-Rhône-Alpes,Ain,2020-05-17,,,,33.81,27.27,
84,Auvergne-Rhône-Alpes,Ain,2020-05-18,,,,32.74,27.27,
84,Auvergne-Rhône-Alpes,Ain,2020-05-19,False,6.37,,30.59,22.73,
84,Auvergne-Rhône-Alpes,Ain,2020-05-20,False,6.67,,29.34,22.73,
84,Auvergne-Rhône-Alpes,Ain,2020-05-21,False,5.46,,28.44,13.64,
84,Auvergne-Rhône-Alpes,Ain,2020-05-22,False,5.76,,27.19,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-05-23,False,6.07,,26.48,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-05-24,False,6.07,,26.65,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-05-25,False,4.85,,25.76,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-05-26,False,3.94,,24.69,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-05-27,False,2.88,,23.79,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-05-28,False,2.88,,20.75,13.64,
84,Auvergne-Rhône-Alpes,Ain,2020-05-29,False,2.73,,19.68,13.64,
84,Auvergne-Rhône-Alpes,Ain,2020-05-30,False,2.73,,21.11,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-05-31,False,2.88,,22.54,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-06-01,False,3.03,,21.82,9.09,
84,Auvergne-Rhône-Alpes,Ain,2020-06-02,False,3.19,,20.75,4.55,
84,Auvergne-Rhône-Alpes,Ain,2020-06-03,False,2.88,,17.89,4.55,
84,Auvergne-Rhône-Alpes,Ain,2020-06-04,False,2.73,,16.82,0.0,
84,Auvergne-Rhône-Alpes,Ain,2020-06-05,False,2.58,,15.21,0.0,
84,Auvergne-Rhône-Alpes,Ain,2020-06-06,False,2.73,11.73,14.85,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-07,False,2.73,11.73,14.85,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-08,False,2.12,7.04,14.49,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-09,False,1.82,3.52,11.99,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-10,False,1.67,4.6899999999999995,11.45,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-11,False,2.88,4.6899999999999995,8.94,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-12,False,2.73,2.3399999999999994,8.05,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-13,False,2.28,2.3399999999999994,7.33,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-14,False,2.28,1.1699999999999995,7.33,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-15,False,2.28,1.1699999999999995,6.98,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-16,False,2.58,2.3399999999999994,6.8,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-17,False,3.19,3.5199999999999996,6.62,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-18,False,2.58,3.5199999999999996,6.08,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-19,False,2.43,4.6899999999999995,6.26,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-20,False,2.88,5.859999999999999,6.26,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-21,False,2.73,5.859999999999999,6.26,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-22,False,3.49,7.029999999999999,5.72,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-23,False,4.55,9.379999999999999,5.72,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-24,False,4.1,7.029999999999999,5.72,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-25,False,4.25,9.379999999999999,5.55,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-26,False,5.01,9.379999999999999,5.37,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-27,False,5.46,8.209999999999999,5.19,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-28,False,5.46,8.209999999999999,5.19,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-29,False,5.61,7.039999999999999,5.19,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-06-30,False,5.31,3.519999999999999,4.83,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-01,False,5.46,4.6899999999999995,4.47,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-02,False,4.7,2.3399999999999994,4.47,0.0,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-03,False,3.94,2.3399999999999994,4.29,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-04,False,3.19,2.3399999999999994,4.47,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-05,False,3.19,2.3399999999999994,4.47,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-06,False,2.58,3.5099999999999993,4.65,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-07,False,2.12,3.5099999999999993,5.01,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-08,False,2.12,3.51,5.55,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-09,False,2.58,3.51,5.01,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-10,False,2.58,2.34,4.47,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-11,False,2.43,2.34,4.29,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-12,False,2.58,3.51,4.11,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-13,False,2.28,2.34,4.29,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-14,False,1.52,2.34,4.11,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-15,False,1.52,1.17,3.76,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-16,False,1.06,1.17,3.94,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-17,False,1.52,2.34,3.94,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-18,False,2.12,3.51,4.11,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-19,False,1.97,2.34,3.76,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-20,False,2.43,3.51,3.4,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-21,False,3.94,4.68,3.22,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-22,False,4.25,4.68,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-23,False,5.16,4.68,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-24,False,7.43,5.859999999999999,3.76,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-25,False,7.13,4.6899999999999995,3.58,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-26,False,7.43,4.6899999999999995,3.58,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-27,False,8.95,3.5199999999999996,2.86,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-28,False,8.95,4.699999999999999,2.68,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-29,False,9.25,4.699999999999999,3.04,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-30,False,10.92,7.049999999999999,2.86,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-07-31,False,10.32,4.699999999999999,2.86,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-01,False,10.77,4.699999999999999,2.86,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-02,False,10.77,7.049999999999999,2.86,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-03,False,10.16,8.219999999999999,2.86,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-04,False,10.77,10.56,2.86,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-05,False,11.23,10.56,3.04,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-06,False,10.92,9.38,3.22,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-07,False,9.71,9.38,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-08,False,10.16,9.38,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-09,False,10.01,7.030000000000001,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-10,False,11.98,5.860000000000001,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-11,False,11.53,1.1700000000000008,3.04,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-12,False,12.29,1.1700000000000008,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-13,False,12.44,8.881784197001252e-16,3.58,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-14,False,14.87,8.881784197001252e-16,3.76,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-15,False,13.81,8.881784197001252e-16,3.76,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-16,False,13.65,8.881784197001252e-16,3.76,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-17,False,14.72,8.881784197001252e-16,3.76,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-18,False,16.54,1.1700000000000008,3.94,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-19,False,18.36,2.3400000000000007,3.58,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-20,False,20.94,3.5100000000000007,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-21,False,24.73,4.680000000000001,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-22,False,27.15,7.030000000000001,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-23,False,27.46,7.030000000000001,3.4,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-24,False,31.25,9.38,3.58,4.55,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-25,False,33.53,15.250000000000002,3.4,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-26,False,37.93,22.29,3.4,9.09,OK
84,Auvergne-Rhône-Alpes,Ain,2020-08-27,False,46.27,52.8,3.22,9.09,Vigilance
84,Auvergne-Rhône-Alpes,Ain,2020-08-28,False,47.79,56.31999999999999,3.76,9.09,Vigilance
84,Auvergne-Rhône-Alpes,Ain,2020-08-29,False,48.85,58.65999999999999,4.47,9.09,Vigilance
84,Auvergne-Rhône-Alpes,Ain,2020-08-30,False,48.85,58.65999999999999,4.65,9.09,Vigilance
84,Auvergne-Rhône-Alpes,Ain,2020-08-31,False,55.68,62.179999999999986,5.37,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-01,False,60.98,55.139999999999986,6.26,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-02,False,62.81,52.79999999999998,6.8,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-03,False,64.93,30.509999999999984,6.8,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-04,False,67.66,35.20999999999999,7.51,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-05,False,70.09,37.55999999999999,7.51,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-06,False,70.24,37.55999999999999,7.51,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-07,False,68.87,41.07999999999999,8.23,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-08,False,71.76,46.94999999999999,9.48,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-09,False,71.6,44.599999999999994,10.55,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-10,False,71.76,43.419999999999995,11.99,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-11,False,75.09,38.71999999999999,11.81,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-12,False,75.55,35.199999999999996,12.34,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-13,False,75.85,36.37,12.7,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-14,False,80.1,41.059999999999995,14.13,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-15,False,89.51,53.96,15.56,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-16,False,102.55,58.65,16.46,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-17,False,101.94,59.82999999999999,16.99,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-18,False,102.4,64.53,17.71,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-19,False,100.28,64.53,18.78,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-20,False,100.12,64.53,18.96,4.55,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-21,False,101.79,71.57000000000001,21.65,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-22,False,94.21,61.010000000000005,22.18,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-23,False,86.32,58.67000000000001,23.26,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-24,False,84.2,55.150000000000006,22.36,9.09,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-25,False,81.01,51.63,22.9,22.73,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-26,False,80.4,51.63,22.36,22.73,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-27,False,79.95,50.46,23.26,22.73,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-28,False,74.94,37.55,25.22,22.73,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-29,False,75.25,35.209999999999994,24.87,22.73,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-09-30,False,74.33,38.73,25.94,22.73,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-10-01,False,77.52,38.73,25.22,22.73,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-10-02,False,84.5,45.77,26.3,27.27,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-10-03,False,89.96,46.94,26.83,31.82,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-10-04,False,91.17,55.15,28.09,31.82,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-10-05,False,108.16,79.78999999999999,29.7,31.82,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-10-06,False,121.06,90.33999999999999,30.05,31.82,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-10-07,False,141.24,110.27999999999999,30.77,27.27,Alerte
84,Auvergne-Rhône-Alpes,Ain,2020-10-08,False,164.6,143.13,31.48,40.91,Alerte renforcée
84,Auvergne-Rhône-Alpes,Ain,2020-10-09,False,189.33,190.04999999999998,32.2,40.91,Alerte renforcée
84,Auvergne-Rhône-Alpes,Ain,2020-10-10,False,195.7,206.48,33.09,45.45,Alerte renforcée
84,Auvergne-Rhône-Alpes,Ain,2020-10-11,False,196.15,206.48,34.88,45.45,Alerte renforcée
84,Auvergne-Rhône-Alpes,Ain,2020-10-12,False,236.81,258.09999999999997,35.96,31.82,Alerte renforcée
84,Auvergne-Rhône-Alpes,Ain,2020-10-13,False,263.36,295.6499999999999,39.53,36.36,Alerte maximale
84,Auvergne-Rhône-Alpes,Ain,2020-10-14,False,289.6,324.97999999999996,41.86,36.36,Alerte maximale
84,Auvergne-Rhône-Alpes,Ain,2020-10-15,False,332.08,368.38,45.26,36.36,Alerte maximale
84,Auvergne-Rhône-Alpes,Ain,2020-10-16,False,368.18,402.41,47.05,31.82,Alerte maximale
84,Auvergne-Rhône-Alpes,Ain,2020-10-17,False,383.51,405.93,49.02,31.82,Alerte maximale
84,Auvergne-Rhône-Alpes,Ain,2020-10-18,False,385.63,412.97,51.16,31.82,Alerte maximale
84,Auvergne-Rhône-Alpes,Ain,2020-10-19,False,427.2,465.77,55.1,40.91,Alerte maximale
84,Auvergne-Rhône-Alpes,Ain,2020-10-20,False,492.28,561.9699999999999,60.29,45.45,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-21,False,551.9,638.2299999999999,63.86,50.0,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-22,False,606.06,708.6299999999999,66.37,45.45,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-23,False,678.87,790.7499999999999,71.38,50.0,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-24,False,702.99,825.9399999999999,73.88,59.09,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-25,False,710.12,848.2299999999999,75.67,59.09,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-26,False,776.42,912.75,83.72,86.36,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-27,False,834.83,966.7199999999999,87.66,77.27,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-28,False,885.95,1037.11,91.77,81.82,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-29,False,922.51,1077.0,97.67,86.36,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-30,False,929.34,1086.3899999999999,103.76,118.18,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-10-31,False,935.1,1095.78,109.48,136.36,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-01,False,935.86,1085.22,111.09,136.36,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-02,False,957.4,1093.44,113.06,131.82,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-03,False,967.72,1071.15,119.14,136.36,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-04,False,938.59,1018.3600000000001,126.65,163.64,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-05,False,912.04,1030.09,131.31,177.27,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-06,False,875.18,997.2399999999999,131.48,163.64,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-07,False,855.15,986.6799999999998,137.75,150.0,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-08,False,849.69,987.8599999999998,142.93,150.0,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-09,False,779.45,933.8899999999999,146.69,145.45,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-10,False,689.8,910.42,145.08,154.55,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-11,False,554.48,780.1899999999999,147.41,163.64,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-12,False,492.73,710.9699999999999,149.37,154.55,État urgence sanitaire
84,Auvergne-Rhône-Alpes,Ain,2020-11-13,,,,147.05,136.36,
84,Auvergne-Rhône-Alpes,Ain,2020-11-14,,,,149.37,122.73,
84,Auvergne-Rhône-Alpes,Ain,2020-11-15,,,,152.06,122.73,
32,Hauts-de-France,Aisne,2020-03-18,,,,19.86,29.41,
32,Hauts-de-France,Aisne,2020-03-19,,,,23.97,44.12,
32,Hauts-de-France,Aisne,2020-03-20,,,,30.82,55.88,
32,Hauts-de-France,Aisne,2020-03-21,,,,32.88,58.82,
32,Hauts-de-France,Aisne,2020-03-22,,,,34.47,61.76,
32,Hauts-de-France,Aisne,2020-03-23,,,,42.69,67.65,
32,Hauts-de-France,Aisne,2020-03-24,,,,47.49,79.41,
32,Hauts-de-France,Aisne,2020-03-25,,,,56.39,94.12,
32,Hauts-de-France,Aisne,2020-03-26,,,,61.87,102.94,
32,Hauts-de-France,Aisne,2020-03-27,,,,68.72,102.94,
32,Hauts-de-France,Aisne,2020-03-28,,,,75.11,100.0,
32,Hauts-de-France,Aisne,2020-03-29,,,,79.45,100.0,
32,Hauts-de-France,Aisne,2020-03-30,,,,91.32,100.0,
32,Hauts-de-France,Aisne,2020-03-31,,,,102.51,108.82,
32,Hauts-de-France,Aisne,2020-04-01,,,,108.68,117.65,
32,Hauts-de-France,Aisne,2020-04-02,,,,117.81,111.76,
32,Hauts-de-France,Aisne,2020-04-03,,,,124.2,114.71,
32,Hauts-de-France,Aisne,2020-04-04,,,,127.4,117.65,
32,Hauts-de-France,Aisne,2020-04-05,,,,130.14,114.71,
32,Hauts-de-France,Aisne,2020-04-06,,,,128.77,105.88,
32,Hauts-de-France,Aisne,2020-04-07,,,,132.42,102.94,
32,Hauts-de-France,Aisne,2020-04-08,,,,130.14,114.71,
32,Hauts-de-France,Aisne,2020-04-09,,,,131.74,114.71,
32,Hauts-de-France,Aisne,2020-04-10,,,,128.31,129.41,
32,Hauts-de-France,Aisne,2020-04-11,,,,124.66,126.47,
32,Hauts-de-France,Aisne,2020-04-12,,,,124.43,129.41,
32,Hauts-de-France,Aisne,2020-04-13,,,,123.06,129.41,
32,Hauts-de-France,Aisne,2020-04-14,,,,121.92,132.35,
32,Hauts-de-France,Aisne,2020-04-15,,,,121.0,138.24,
32,Hauts-de-France,Aisne,2020-04-16,,,,114.61,138.24,
32,Hauts-de-France,Aisne,2020-04-17,,,,112.33,129.41,
32,Hauts-de-France,Aisne,2020-04-18,,,,107.99,120.59,
32,Hauts-de-France,Aisne,2020-04-19,,,,107.31,120.59,
32,Hauts-de-France,Aisne,2020-04-20,,,,107.76,138.24,
32,Hauts-de-France,Aisne,2020-04-21,,,,102.05,117.65,
32,Hauts-de-France,Aisne,2020-04-22,,,,96.8,117.65,
32,Hauts-de-France,Aisne,2020-04-23,,,,95.43,117.65,
32,Hauts-de-France,Aisne,2020-04-24,,,,92.69,111.76,
32,Hauts-de-France,Aisne,2020-04-25,,,,88.13,111.76,
32,Hauts-de-France,Aisne,2020-04-26,,,,88.36,111.76,
32,Hauts-de-France,Aisne,2020-04-27,,,,88.58,111.76,
32,Hauts-de-France,Aisne,2020-04-28,,,,88.36,129.41,
32,Hauts-de-France,Aisne,2020-04-29,,,,83.56,117.65,
32,Hauts-de-France,Aisne,2020-04-30,,,,81.96,108.82,
32,Hauts-de-France,Aisne,2020-05-01,,,,79.0,108.82,
32,Hauts-de-France,Aisne,2020-05-02,,,,78.77,108.82,
32,Hauts-de-France,Aisne,2020-05-03,,,,79.45,105.88,
32,Hauts-de-France,Aisne,2020-05-04,,,,78.54,100.0,
