reg,libelle_reg,libelle_dep,jour,dom_tom,incid_tous,incid_70+,rea%,rea%_dep,niveau_global
76,Occitanie,Ariège,2020-08-27,False,24.81,0.0,4.08,0.0,OK
76,Occitanie,Ariège,2020-08-28,False,26.08,3.77,4.72,12.5,OK
76,Occitanie,Ariège,2020-08-29,False,26.08,3.77,4.72,12.5,OK
76,Occitanie,Ariège,2020-08-30,False,24.81,,4.72,12.5,
76,Occitanie,Ariège,2020-08-31,False,24.17,,4.72,12.5,
76,Occitanie,Ariège,2020-09-01,False,27.99,,5.58,12.5,
76,Occitanie,Ariège,2020-09-02,False,29.9,,6.87,12.5,
76,Occitanie,Ariège,2020-09-03,False,36.89,,7.94,12.5,
76,Occitanie,Ariège,2020-09-04,False,35.62,,6.87,12.5,
76,Occitanie,Ariège,2020-09-05,False,39.44,,6.65,12.5,
76,Occitanie,Ariège,2020-09-06,False,39.44,,7.08,12.5,
76,Occitanie,Ariège,2020-09-07,False,40.71,,7.51,12.5,
76,Occitanie,Ariège,2020-09-08,False,45.8,,8.37,12.5,
76,Occitanie,Ariège,2020-09-09,False,45.16,,8.58,12.5,
76,Occitanie,Ariège,2020-09-10,False,38.17,,8.58,0.0,
76,Occitanie,Ariège,2020-09-11,False,40.07,,9.01,0.0,
76,Occitanie,Ariège,2020-09-12,False,36.89,,9.23,0.0,
76,Occitanie,Ariège,2020-09-13,False,36.89,,9.23,0.0,
76,Occitanie,Ariège,2020-09-14,False,45.16,,9.66,12.5,
76,Occitanie,Ariège,2020-09-15,False,47.71,,10.73,12.5,
76,Occitanie,Ariège,2020-09-16,False,57.88,,12.45,12.5,
76,Occitanie,Ariège,2020-09-17,False,75.06,,13.52,12.5,
76,Occitanie,Ariège,2020-09-18,False,85.24,,14.38,12.5,
76,Occitanie,Ariège,2020-09-19,False,90.96,,15.24,12.5,
76,Occitanie,Ariège,2020-09-20,False,91.6,,15.24,12.5,
76,Occitanie,Ariège,2020-09-21,False,101.77,,17.6,37.5,
76,Occitanie,Ariège,2020-09-22,False,106.23,,18.24,37.5,
76,Occitanie,Ariège,2020-09-23,False,103.05,,19.1,37.5,
76,Occitanie,Ariège,2020-09-24,False,104.96,54.88,20.39,37.5,Alerte
76,Occitanie,Ariège,2020-09-25,False,102.41,36.59,21.24,37.5,Alerte
76,Occitanie,Ariège,2020-09-26,False,101.77,30.490000000000002,21.67,37.5,Alerte
76,Occitanie,Ariège,2020-09-27,False,101.14,30.490000000000002,22.75,37.5,Alerte
76,Occitanie,Ariège,2020-09-28,False,96.05,24.39,23.18,37.5,Alerte
76,Occitanie,Ariège,2020-09-29,False,89.69,18.300000000000004,25.75,50.0,Alerte
76,Occitanie,Ariège,2020-09-30,False,90.96,36.59,27.68,50.0,Alerte
76,Occitanie,Ariège,2020-10-01,False,90.33,42.68,27.04,50.0,Alerte
76,Occitanie,Ariège,2020-10-02,False,97.96,48.78,27.04,50.0,Alerte
76,Occitanie,Ariège,2020-10-03,False,94.14,60.97,28.11,37.5,Alerte
76,Occitanie,Ariège,2020-10-04,False,94.14,60.97,28.54,50.0,Alerte
76,Occitanie,Ariège,2020-10-05,False,120.86,97.55,28.97,50.0,Alerte
76,Occitanie,Ariège,2020-10-06,False,129.76,109.74000000000001,28.76,50.0,Alerte
76,Occitanie,Ariège,2020-10-07,False,136.76,109.74,27.47,50.0,Alerte
76,Occitanie,Ariège,2020-10-08,False,153.3,134.13,28.76,50.0,Alerte renforcée
76,Occitanie,Ariège,2020-10-09,False,166.66,158.51,31.55,75.0,Alerte renforcée
76,Occitanie,Ariège,2020-10-10,False,173.65,146.32,31.76,62.5,Alerte renforcée
76,Occitanie,Ariège,2020-10-11,False,182.56,158.51,31.12,62.5,Alerte renforcée
76,Occitanie,Ariège,2020-10-12,False,211.18,176.8,32.4,62.5,Alerte renforcée
76,Occitanie,Ariège,2020-10-13,False,246.17,188.99,33.91,62.5,Alerte renforcée
76,Occitanie,Ariège,2020-10-14,False,265.89,195.07999999999998,34.76,75.0,Alerte maximale
76,Occitanie,Ariège,2020-10-15,False,270.98,182.89,33.69,75.0,Alerte maximale
76,Occitanie,Ariège,2020-10-16,False,290.69,190.06,36.48,87.5,Alerte maximale
76,Occitanie,Ariège,2020-10-17,False,295.15,205.12,37.98,100.0,Alerte maximale
76,Occitanie,Ariège,2020-10-18,False,289.42,192.93,39.91,100.0,Alerte maximale
76,Occitanie,Ariège,2020-10-19,False,312.96,252.04000000000002,42.49,100.0,Alerte maximale
76,Occitanie,Ariège,2020-10-20,False,315.5,288.61,42.92,100.0,Alerte maximale
76,Occitanie,Ariège,2020-10-21,False,339.67,311.77,47.21,87.5,Alerte maximale
76,Occitanie,Ariège,2020-10-22,False,343.49,324.26,45.06,75.0,Alerte maximale
76,Occitanie,Ariège,2020-10-23,False,338.4,326.84000000000003,46.78,75.0,Alerte maximale
76,Occitanie,Ariège,2020-10-24,False,334.58,325.19000000000005,50.43,75.0,Alerte maximale
76,Occitanie,Ariège,2020-10-25,False,332.04,325.19000000000005,53.0,75.0,Alerte maximale
76,Occitanie,Ariège,2020-10-26,False,357.48,358.63,52.79,75.0,Alerte maximale
76,Occitanie,Ariège,2020-10-27,False,339.67,347.5,57.08,62.5,Alerte maximale
76,Occitanie,Ariège,2020-10-28,False,323.77,334.53000000000003,60.94,75.0,État urgence sanitaire
76,Occitanie,Ariège,2020-10-29,False,330.13,358.65000000000003,63.3,62.5,État urgence sanitaire
76,Occitanie,Ariège,2020-10-30,False,325.68,364.17,63.95,62.5,État urgence sanitaire
76,Occitanie,Ariège,2020-10-31,False,328.22,360.93,63.3,62.5,État urgence sanitaire
76,Occitanie,Ariège,2020-11-01,False,330.77,366.01,68.88,75.0,État urgence sanitaire
76,Occitanie,Ariège,2020-11-02,False,278.61,274.51,69.53,75.0,État urgence sanitaire
76,Occitanie,Ariège,2020-11-03,False,279.24,238.91999999999996,71.46,75.0,État urgence sanitaire
76,Occitanie,Ariège,2020-11-04,False,281.15,249.07999999999993,77.9,75.0,État urgence sanitaire
76,Occitanie,Ariège,2020-11-05,False,266.52,259.24999999999994,80.9,75.0,État urgence sanitaire
76,Occitanie,Ariège,2020-11-06,False,260.16,254.16999999999996,80.04,75.0,État urgence sanitaire
76,Occitanie,Ariège,2020-11-07,False,252.53,249.07999999999996,80.04,75.0,État urgence sanitaire
76,Occitanie,Ariège,2020-11-08,False,249.98,249.07999999999996,81.76,75.0,Alerte renforcée
76,Occitanie,Ariège,2020-11-09,False,209.27,233.82999999999993,81.33,62.5,Alerte renforcée
76,Occitanie,Ariège,2020-11-10,False,190.83,249.07999999999993,83.26,62.5,Alerte renforcée
76,Occitanie,Ariège,2020-11-11,False,140.58,204.3499999999999,80.04,50.0,Alerte
76,Occitanie,Ariège,2020-11-12,False,129.13,157.56999999999988,83.48,62.5,Alerte
76,Occitanie,Ariège,2020-11-13,,,,84.55,75.0,
76,Occitanie,Ariège,2020-11-14,,,,83.48,75.0,
76,Occitanie,Ariège,2020-11-15,,,,84.55,75.0,
44,Grand Est,Aube,2020-03-18,,,,43.66,0.0,
44,Grand Est,Aube,2020-03-19,,,,51.61,8.33,
44,Grand Est,Aube,2020-03-20,,,,63.01,16.67,
44,Grand Est,Aube,2020-03-21,,,,70.97,16.67,
44,Grand Est,Aube,2020-03-22,,,,78.92,33.33,
44,Grand Est,Aube,2020-03-23,,,,92.04,33.33,
44,Grand Est,Aube,2020-03-24,,,,107.74,33.33,
44,Grand Est,Aube,2020-03-25,,,,123.23,75.0,
44,Grand Est,Aube,2020-03-26,,,,135.27,108.33,
44,Grand Est,Aube,2020-03-27,,,,148.82,108.33,
44,Grand Est,Aube,2020-03-28,,,,160.65,108.33,
44,Grand Est,Aube,2020-03-29,,,,169.03,108.33,
44,Grand Est,Aube,2020-03-30,,,,179.78,108.33,
44,Grand Est,Aube,2020-03-31,,,,189.68,108.33,
44,Grand Est,Aube,2020-04-01,,,,195.7,125.0,
44,Grand Est,Aube,2020-04-02,,,,201.72,141.67,
44,Grand Est,Aube,2020-04-03,,,,206.02,141.67,
44,Grand Est,Aube,2020-04-04,,,,203.87,183.33,
44,Grand Est,Aube,2020-04-05,,,,201.29,191.67,
44,Grand Est,Aube,2020-04-06,,,,198.49,191.67,
44,Grand Est,Aube,2020-04-07,,,,201.29,208.33,
44,Grand Est,Aube,2020-04-08,,,,198.71,200.0,
44,Grand Est,Aube,2020-04-09,,,,194.84,225.0,
44,Grand Est,Aube,2020-04-10,,,,188.82,225.0,
44,Grand Est,Aube,2020-04-11,,,,187.1,225.0,
44,Grand Est,Aube,2020-04-12,,,,186.45,225.0,
44,Grand Est,Aube,2020-04-13,,,,187.1,225.0,
44,Grand Est,Aube,2020-04-14,,,,185.59,216.67,
44,Grand Est,Aube,2020-04-15,,,,177.2,216.67,
44,Grand Est,Aube,2020-04-16,,,,172.69,216.67,
44,Grand Est,Aube,2020-04-17,,,,168.39,216.67,
44,Grand Est,Aube,2020-04-18,,,,161.51,216.67,
44,Grand Est,Aube,2020-04-19,,,,158.49,225.0,
44,Grand Est,Aube,2020-04-20,,,,158.06,225.0,
44,Grand Est,Aube,2020-04-21,,,,151.83,141.67,
44,Grand Est,Aube,2020-04-22,,,,147.53,141.67,
44,Grand Est,Aube,2020-04-23,,,,146.67,133.33,
44,Grand Est,Aube,2020-04-24,,,,143.44,125.0,
44,Grand Est,Aube,2020-04-25,,,,138.06,83.33,
44,Grand Est,Aube,2020-04-26,,,,136.99,83.33,
44,Grand Est,Aube,2020-04-27,,,,133.12,66.67,
44,Grand Est,Aube,2020-04-28,,,,128.82,125.0,
44,Grand Est,Aube,2020-04-29,,,,123.01,125.0,
44,Grand Est,Aube,2020-04-30,,,,116.13,133.33,
44,Grand Est,Aube,2020-05-01,,,,110.97,75.0,
44,Grand Est,Aube,2020-05-02,,,,110.32,91.67,
44,Grand Est,Aube,2020-05-03,,,,108.17,116.67,
44,Grand Est,Aube,2020-05-04,,,,106.88,116.67,
44,Grand Est,Aube,2020-05-05,,,,99.35,116.67,
44,Grand Est,Aube,2020-05-06,,,,86.67,58.33,
44,Grand Est,Aube,2020-05-07,,,,81.51,50.0,
44,Grand Est,Aube,2020-05-08,,,,78.49,41.67,
44,Grand Est,Aube,2020-05-09,,,,77.63,41.67,
44,Grand Est,Aube,2020-05-10,,,,75.27,33.33,
44,Grand Est,Aube,2020-05-11,,,,73.55,33.33,
44,Grand Est,Aube,2020-05-12,,,,64.52,33.33,
44,Grand Est,Aube,2020-05-13,,,,59.78,33.33,
44,Grand Est,Aube,2020-05-14,,,,54.84,33.33,
44,Grand Est,Aube,2020-05-15,,,,54.41,25.0,
44,Grand Est,Aube,2020-05-16,,,,53.12,25.0,
44,Grand Est,Aube,2020-05-17,,,,50.32,25.0,
44,Grand Est,Aube,2020-05-18,,,,50.11,25.0,
44,Grand Est,Aube,2020-05-19,False,4.73,,48.6,25.0,
44,Grand Est,Aube,2020-05-20,False,6.94,,46.88,16.67,
44,Grand Est,Aube,2020-05-21,False,6.94,,46.67,16.67,
44,Grand Est,Aube,2020-05-22,False,5.36,,44.95,16.67,
44,Grand Est,Aube,2020-05-23,False,5.68,,44.95,16.67,
44,Grand Est,Aube,2020-05-24,False,5.68,,43.66,16.67,
44,Grand Est,Aube,2020-05-25,False,5.36,,41.72,16.67,
44,Grand Est,Aube,2020-05-26,False,6.94,,38.92,16.67,
44,Grand Est,Aube,2020-05-27,False,4.1,,38.71,16.67,
44,Grand Est,Aube,2020-05-28,False,4.73,,38.28,16.67,
44,Grand Est,Aube,2020-05-29,False,5.99,,35.91,16.67,
44,Grand Est,Aube,2020-05-30,False,5.99,,34.84,16.67,
44,Grand Est,Aube,2020-05-31,False,5.99,,34.19,16.67,
44,Grand Est,Aube,2020-06-01,False,5.05,,33.76,16.67,
44,Grand Est,Aube,2020-06-02,False,2.84,,30.97,16.67,
44,Grand Est,Aube,2020-06-03,False,3.47,,31.61,16.67,
44,Grand Est,Aube,2020-06-04,False,3.15,,29.68,16.67,
44,Grand Est,Aube,2020-06-05,False,1.89,,27.74,16.67,
44,Grand Est,Aube,2020-06-06,False,1.58,0.0,27.31,16.67,OK
44,Grand Est,Aube,2020-06-07,False,1.89,6.19,26.88,16.67,OK
44,Grand Est,Aube,2020-06-08,False,1.89,6.19,25.81,16.67,OK
44,Grand Est,Aube,2020-06-09,False,1.58,6.19,21.72,16.67,OK
44,Grand Est,Aube,2020-06-10,False,0.95,6.19,19.78,16.67,OK
44,Grand Est,Aube,2020-06-11,False,0.95,6.19,19.78,25.0,OK
44,Grand Est,Aube,2020-06-12,False,0.95,6.19,17.42,25.0,OK
44,Grand Est,Aube,2020-06-13,False,1.26,6.19,18.49,25.0,OK
44,Grand Est,Aube,2020-06-14,False,0.95,0.0,19.14,25.0,OK
44,Grand Est,Aube,2020-06-15,False,0.95,0.0,18.71,25.0,OK
44,Grand Est,Aube,2020-06-16,False,1.58,0.0,17.63,25.0,OK
44,Grand Est,Aube,2020-06-17,False,1.58,0.0,16.56,25.0,OK
44,Grand Est,Aube,2020-06-18,False,1.58,0.0,16.34,25.0,OK
44,Grand Est,Aube,2020-06-19,False,1.89,0.0,15.05,25.0,OK
44,Grand Est,Aube,2020-06-20,False,1.58,0.0,15.05,25.0,OK
44,Grand Est,Aube,2020-06-21,False,1.58,0.0,15.05,25.0,OK
44,Grand Est,Aube,2020-06-22,False,1.58,0.0,14.19,25.0,OK
44,Grand Est,Aube,2020-06-23,False,0.95,0.0,13.76,25.0,OK
44,Grand Est,Aube,2020-06-24,False,0.95,0.0,13.33,25.0,OK
44,Grand Est,Aube,2020-06-25,False,0.63,0.0,12.69,25.0,OK
44,Grand Est,Aube,2020-06-26,False,0.32,0.0,12.04,16.67,OK
44,Grand Est,Aube,2020-06-27,False,0.32,0.0,12.04,16.67,OK
44,Grand Est,Aube,2020-06-28,False,0.32,0.0,12.04,16.67,OK
44,Grand Est,Aube,2020-06-29,False,0.32,0.0,11.83,16.67,OK
44,Grand Est,Aube,2020-06-30,False,0.32,0.0,11.4,16.67,OK
44,Grand Est,Aube,2020-07-01,False,0.0,0.0,11.18,8.33,OK
44,Grand Est,Aube,2020-07-02,False,0.0,0.0,11.18,8.33,OK
44,Grand Est,Aube,2020-07-03,False,0.32,0.0,10.97,8.33,OK
44,Grand Est,Aube,2020-07-04,False,0.32,0.0,10.11,8.33,OK
44,Grand Est,Aube,2020-07-05,False,0.32,,10.11,8.33,
44,Grand Est,Aube,2020-07-06,False,0.63,,10.32,8.33,
44,Grand Est,Aube,2020-07-07,False,1.26,,11.18,8.33,
44,Grand Est,Aube,2020-07-08,False,1.26,,10.97,16.67,
44,Grand Est,Aube,2020-07-09,False,1.26,,10.32,16.67,
44,Grand Est,Aube,2020-07-10,False,1.89,,9.89,8.33,
44,Grand Est,Aube,2020-07-11,False,1.89,,9.89,8.33,
44,Grand Est,Aube,2020-07-12,False,1.89,,9.89,8.33,
44,Grand Est,Aube,2020-07-13,False,2.21,,9.68,8.33,
44,Grand Est,Aube,2020-07-14,False,1.58,,9.25,8.33,
44,Grand Est,Aube,2020-07-15,False,1.58,,9.03,8.33,
44,Grand Est,Aube,2020-07-16,False,2.52,,8.39,0.0,
44,Grand Est,Aube,2020-07-17,False,1.58,,7.96,0.0,
44,Grand Est,Aube,2020-07-18,False,2.52,,8.17,0.0,
44,Grand Est,Aube,2020-07-19,False,2.52,,8.17,0.0,
44,Grand Est,Aube,2020-07-20,False,2.84,,7.96,0.0,
44,Grand Est,Aube,2020-07-21,False,2.84,,7.31,0.0,
44,Grand Est,Aube,2020-07-22,False,3.15,,7.1,0.0,
44,Grand Est,Aube,2020-07-23,False,2.21,,6.45,0.0,
44,Grand Est,Aube,2020-07-24,False,2.21,,4.3,0.0,
44,Grand Est,Aube,2020-07-25,False,1.26,,4.09,0.0,
44,Grand Est,Aube,2020-07-26,False,1.26,,4.09,0.0,
44,Grand Est,Aube,2020-07-27,False,1.89,,3.87,0.0,
44,Grand Est,Aube,2020-07-28,False,2.84,,4.09,0.0,
44,Grand Est,Aube,2020-07-29,False,2.52,,3.87,0.0,
44,Grand Est,Aube,2020-07-30,False,2.84,3.55,3.87,0.0,OK
44,Grand Est,Aube,2020-07-31,False,3.47,3.55,3.23,0.0,OK
44,Grand Est,Aube,2020-08-01,False,4.1,6.6,3.23,0.0,OK
44,Grand Est,Aube,2020-08-02,False,4.1,6.6,3.23,0.0,OK
44,Grand Est,Aube,2020-08-03,False,3.78,10.149999999999999,3.01,0.0,OK
44,Grand Est,Aube,2020-08-04,False,4.41,10.149999999999999,3.01,0.0,OK
44,Grand Est,Aube,2020-08-05,False,5.36,10.149999999999999,3.23,0.0,OK
44,Grand Est,Aube,2020-08-06,False,7.88,10.149999999999999,3.44,0.0,OK
44,Grand Est,Aube,2020-08-07,False,8.2,10.149999999999999,3.66,0.0,OK
44,Grand Est,Aube,2020-08-08,False,7.88,7.099999999999999,3.66,0.0,OK
44,Grand Est,Aube,2020-08-09,False,7.88,7.099999999999999,3.66,0.0,OK
44,Grand Est,Aube,2020-08-10,False,8.2,14.209999999999997,3.66,0.0,OK
44,Grand Est,Aube,2020-08-11,False,8.2,14.209999999999997,3.66,0.0,OK
44,Grand Est,Aube,2020-08-12,False,7.88,14.209999999999997,3.44,0.0,OK
44,Grand Est,Aube,2020-08-13,False,7.57,14.209999999999997,3.66,0.0,OK
44,Grand Est,Aube,2020-08-14,False,11.98,28.419999999999998,3.87,0.0,OK
44,Grand Est,Aube,2020-08-15,False,11.98,28.419999999999998,3.87,0.0,OK
44,Grand Est,Aube,2020-08-16,False,11.98,28.419999999999998,3.87,0.0,OK
44,Grand Est,Aube,2020-08-17,False,19.24,24.87,3.87,0.0,OK
44,Grand Est,Aube,2020-08-18,False,21.13,21.32,3.87,0.0,OK
44,Grand Est,Aube,2020-08-19,False,25.54,31.98,3.66,0.0,OK
44,Grand Est,Aube,2020-08-20,False,26.49,31.98,3.87,0.0,OK
44,Grand Est,Aube,2020-08-21,False,24.6,17.77,4.3,0.0,OK
44,Grand Est,Aube,2020-08-22,False,25.86,17.77,4.3,0.0,OK
44,Grand Est,Aube,2020-08-23,False,25.86,17.77,4.3,0.0,OK
44,Grand Est,Aube,2020-08-24,False,21.44,10.66,4.52,0.0,OK
44,Grand Est,Aube,2020-08-25,False,21.76,12.92,4.09,0.0,OK
44,Grand Est,Aube,2020-08-26,False,20.81,6.77,3.23,0.0,OK
44,Grand Est,Aube,2020-08-27,False,20.18,6.77,3.44,0.0,OK
44,Grand Est,Aube,2020-08-28,False,21.76,8.809999999999999,3.01,0.0,OK
44,Grand Est,Aube,2020-08-29,False,23.65,8.809999999999999,3.23,0.0,OK
44,Grand Est,Aube,2020-08-30,False,24.28,8.809999999999999,3.23,0.0,OK
44,Grand Est,Aube,2020-08-31,False,25.23,10.849999999999998,3.23,0.0,OK
44,Grand Est,Aube,2020-09-01,False,25.54,10.629999999999997,3.44,0.0,OK
44,Grand Est,Aube,2020-09-02,False,24.91,6.119999999999997,3.87,0.0,OK
44,Grand Est,Aube,2020-09-03,False,27.12,6.119999999999997,3.23,0.0,OK
44,Grand Est,Aube,2020-09-04,False,27.75,4.079999999999997,3.44,0.0,OK
44,Grand Est,Aube,2020-09-05,False,24.28,4.079999999999997,3.23,0.0,OK
44,Grand Est,Aube,2020-09-06,False,23.65,4.079999999999997,3.23,0.0,OK
44,Grand Est,Aube,2020-09-07,False,22.07,4.079999999999997,2.8,0.0,OK
44,Grand Est,Aube,2020-09-08,False,26.17,2.0399999999999974,3.44,0.0,OK
44,Grand Est,Aube,2020-09-09,False,30.9,2.0399999999999974,3.87,0.0,OK
44,Grand Est,Aube,2020-09-10,False,34.37,8.169999999999998,4.09,0.0,OK
44,Grand Est,Aube,2020-09-11,False,34.37,14.299999999999997,3.66,0.0,OK
44,Grand Est,Aube,2020-09-12,False,37.53,14.299999999999997,3.66,0.0,OK
44,Grand Est,Aube,2020-09-13,False,39.73,14.299999999999997,3.66,0.0,OK
44,Grand Est,Aube,2020-09-14,False,41.94,12.259999999999998,3.87,0.0,OK
44,Grand Est,Aube,2020-09-15,False,43.2,14.299999999999997,4.52,0.0,OK
44,Grand Est,Aube,2020-09-16,False,40.68,24.509999999999998,4.73,0.0,OK
44,Grand Est,Aube,2020-09-17,False,38.79,20.419999999999998,4.52,0.0,OK
44,Grand Est,Aube,2020-09-18,False,39.42,18.38,4.52,8.33,OK
44,Grand Est,Aube,2020-09-19,False,44.46,20.419999999999998,4.52,8.33,OK
44,Grand Est,Aube,2020-09-20,False,43.83,20.419999999999998,4.52,8.33,OK
44,Grand Est,Aube,2020-09-21,False,44.78,22.68,4.73,8.33,OK
44,Grand Est,Aube,2020-09-22,False,43.52,25.15,4.95,16.67,OK
44,Grand Est,Aube,2020-09-23,False,45.41,14.939999999999998,4.52,16.67,OK
44,Grand Est,Aube,2020-09-24,False,48.88,15.159999999999997,5.81,25.0,OK
44,Grand Est,Aube,2020-09-25,False,48.25,15.579999999999995,7.53,25.0,OK
44,Grand Est,Aube,2020-09-26,False,45.72,13.539999999999996,7.31,25.0,OK
44,Grand Est,Aube,2020-09-27,False,44.46,13.539999999999996,7.31,25.0,OK
44,Grand Est,Aube,2020-09-28,False,46.67,22.569999999999993,7.74,25.0,OK
44,Grand Est,Aube,2020-09-29,False,48.56,24.82999999999999,7.53,25.0,OK
44,Grand Est,Aube,2020-09-30,False,48.88,33.85999999999999,8.17,33.33,OK
44,Grand Est,Aube,2020-10-01,False,49.19,36.10999999999999,9.46,33.33,OK
44,Grand Est,Aube,2020-10-02,False,58.02,40.629999999999995,9.89,33.33,Alerte
44,Grand Est,Aube,2020-10-03,False,59.6,45.13999999999999,9.46,33.33,Alerte
44,Grand Est,Aube,2020-10-04,False,62.44,47.39999999999999,9.46,33.33,Alerte
44,Grand Est,Aube,2020-10-05,False,75.05,42.87999999999999,9.68,41.67,Alerte
44,Grand Est,Aube,2020-10-06,False,81.67,42.879999999999995,9.46,41.67,Alerte
44,Grand Est,Aube,2020-10-07,False,97.44,49.64999999999999,9.46,41.67,Alerte
44,Grand Est,Aube,2020-10-08,False,112.26,60.93999999999999,8.39,33.33,Alerte
44,Grand Est,Aube,2020-10-09,False,125.51,80.50999999999999,8.82,33.33,Alerte
44,Grand Est,Aube,2020-10-10,False,135.6,88.25999999999999,8.6,25.0,Alerte
44,Grand Est,Aube,2020-10-11,False,135.28,85.99999999999999,9.68,25.0,Alerte
44,Grand Est,Aube,2020-10-12,False,138.12,101.8,10.75,25.0,Alerte
44,Grand Est,Aube,2020-10-13,False,146.63,108.57000000000001,11.61,25.0,Alerte
44,Grand Est,Aube,2020-10-14,False,152.62,106.31000000000002,12.69,25.0,Alerte renforcée
44,Grand Est,Aube,2020-10-15,False,163.03,117.60000000000001,14.41,25.0,Alerte renforcée
44,Grand Est,Aube,2020-10-16,False,174.7,120.60000000000002,15.48,16.67,Alerte renforcée
44,Grand Est,Aube,2020-10-17,False,178.8,124.14000000000003,13.55,16.67,Alerte renforcée
44,Grand Est,Aube,2020-10-18,False,184.47,137.68000000000004,13.98,16.67,Alerte renforcée
44,Grand Est,Aube,2020-10-19,False,215.69,198.63000000000005,14.19,16.67,Alerte renforcée
44,Grand Est,Aube,2020-10-20,False,248.17,248.30000000000004,15.48,25.0,Alerte renforcée
44,Grand Est,Aube,2020-10-21,False,275.92,275.39000000000004,16.99,33.33,Alerte renforcée
44,Grand Est,Aube,2020-10-22,False,294.53,304.7300000000001,17.42,41.67,Alerte renforcée
44,Grand Est,Aube,2020-10-23,False,330.79,361.1700000000001,20.86,41.67,Alerte renforcée
44,Grand Est,Aube,2020-10-24,False,350.66,370.20000000000005,20.22,25.0,Alerte renforcée
44,Grand Est,Aube,2020-10-25,False,354.13,365.69,21.51,25.0,Alerte renforcée
44,Grand Est,Aube,2020-10-26,False,384.4,392.78000000000003,23.44,25.0,Alerte renforcée
44,Grand Est,Aube,2020-10-27,False,416.88,422.12000000000006,25.38,41.67,Alerte renforcée
44,Grand Est,Aube,2020-10-28,False,434.54,471.7800000000001,27.1,58.33,Alerte renforcée
44,Grand Est,Aube,2020-10-29,False,468.28,492.1000000000001,27.96,58.33,Alerte renforcée
44,Grand Est,Aube,2020-10-30,False,461.03,461.25000000000006,32.04,75.0,Alerte maximale
44,Grand Est,Aube,2020-10-31,False,449.67,454.80000000000007,33.12,66.67,Alerte maximale
44,Grand Est,Aube,2020-11-01,False,446.52,458.0300000000001,36.99,66.67,Alerte maximale
44,Grand Est,Aube,2020-11-02,False,438.32,435.2500000000001,39.14,66.67,Alerte maximale
44,Grand Est,Aube,2020-11-03,False,425.39,434.62000000000006,43.01,75.0,Alerte maximale
44,Grand Est,Aube,2020-11-04,False,417.83,432.16,44.3,75.0,Alerte maximale
44,Grand Est,Aube,2020-11-05,False,388.5,439.1600000000001,46.67,91.67,Alerte maximale
44,Grand Est,Aube,2020-11-06,False,377.15,449.38000000000005,50.75,83.33,Alerte maximale
44,Grand Est,Aube,2020-11-07,False,373.05,463.68000000000006,52.69,91.67,Alerte maximale
44,Grand Est,Aube,2020-11-08,False,372.1,459.5900000000001,53.76,91.67,Alerte maximale
44,Grand Est,Aube,2020-11-09,False,341.83,437.12000000000006,59.14,108.33,Alerte maximale
44,Grand Est,Aube,2020-11-10,False,314.71,414.65000000000003,63.23,91.67,État urgence sanitaire
44,Grand Est,Aube,2020-11-11,False,254.16,347.25000000000006,64.95,100.0,État urgence sanitaire
44,Grand Est,Aube,2020-11-12,False,257.95,355.4200000000001,68.39,100.0,État urgence sanitaire
44,Grand Est,Aube,2020-11-13,,,,69.46,108.33,
44,Grand Est,Aube,2020-11-14,,,,71.61,116.67,
44,Grand Est,Aube,2020-11-15,,,,73.12,125.0,
76,Occitanie,Aude,2020-03-18,,,,8.15,43.75,
76,Occitanie,Aude,2020-03-19,,,,11.8,68.75,
76,Occitanie,Aude,2020-03-20,,,,14.16,68.75,
76,Occitanie,Aude,2020-03-21,,,,15.02,56.25,
76,Occitanie,Aude,2020-03-22,,,,16.74,56.25,
76,Occitanie,Aude,2020-03-23,,,,21.67,81.25,
76,Occitanie,Aude,2020-03-24,,,,26.82,68.75,
76,Occitanie,Aude,2020-03-25,,,,31.55,75.0,
76,Occitanie,Aude,2020-03-26,,,,37.98,68.75,
76,Occitanie,Aude,2020-03-27,,,,40.13,87.5,
76,Occitanie,Aude,2020-03-28,,,,45.49,118.75,
76,Occitanie,Aude,2020-03-29,,,,48.71,112.5,
76,Occitanie,Aude,2020-03-30,,,,57.08,125.0,
76,Occitanie,Aude,2020-03-31,,,,59.01,112.5,
76,Occitanie,Aude,2020-04-01,,,,65.24,125.0,
76,Occitanie,Aude,2020-04-02,,,,68.88,118.75,
76,Occitanie,Aude,2020-04-03,,,,69.1,118.75,
76,Occitanie,Aude,2020-04-04,,,,69.96,118.75,
76,Occitanie,Aude,2020-04-05,,,,68.67,112.5,
76,Occitanie,Aude,2020-04-06,,,,71.24,93.75,
76,Occitanie,Aude,2020-04-07,,,,71.89,106.25,
76,Occitanie,Aude,2020-04-08,,,,70.39,87.5,
76,Occitanie,Aude,2020-04-09,,,,70.17,93.75,
76,Occitanie,Aude,2020-04-10,,,,67.38,93.75,
76,Occitanie,Aude,2020-04-11,,,,63.3,87.5,
76,Occitanie,Aude,2020-04-12,,,,63.09,87.5,
76,Occitanie,Aude,2020-04-13,,,,62.02,87.5,
76,Occitanie,Aude,2020-04-14,,,,59.44,75.0,
76,Occitanie,Aude,2020-04-15,,,,56.44,62.5,
76,Occitanie,Aude,2020-04-16,,,,54.29,62.5,
76,Occitanie,Aude,2020-04-17,,,,51.72,50.0,
76,Occitanie,Aude,2020-04-18,,,,51.07,50.0,
